"station","name","lon","lat"
2204603,"Потоки",33.61978149,49.12649918
2218015,"Костопіль",26.44351578,50.87110901
2204597,"Крюків-на-Дніпрі",33.43366241,49.03672028
2208409,"Мартинівська",31.309722,47.471944
2208385,"Павлиш",33.33887482,48.91173172
2201178,"Хутір Халімонове",32.92235184,51.1954422
2214054,"Слов'янський Курорт",37.6504631,48.86905289
2208345,"Капітанівка",31.699462,48.915099
2201224,"Приостерний",32.03749466,51.06238937
2204605,"Галещина",33.7540741,49.17082977
2204489,"Орілька",36.0189209,48.97470093
2200265,"Богданівці",27.14103889,49.37388992
2200023,"Кобижча",31.5492878,50.8237114
2201232,"Райки",28.51221848,49.94517899
2200425,"Кориченці",27.591673,49.204305
2201162,"Радівці",27.71490669,49.17765808
2200101,"Білокоровичі",28.05074692,51.11743164
2201186,"Дубки",27.94259834,49.09861755
2200195,"Гулівці",28.59152985,49.48649979
2204529,"Кочубеївка",34.972443,49.744079
2204528,"Скороходове",35.067778,49.778056
2204524,"Ков'яги",35.55591583,49.91829681
2200170,"Козятин-Пасажирський",28.833333,49.716667
2208102,"Дубки Рзд",33.61917877,47.57058716
2210766,"Айвазовська",35.366667,45.033333
2210696,"Гусарка",36.37363052,47.46944046
2208524,"Калініндорф",32.946499,47.161412
2210832,"Оріхівська",35.78411102,47.56048203
2214066,"Ямпіль",37.9425,48.932222
2204427,"Есхар",36.56439209,49.82779694
2208528,"Сірогози",34.37462234,46.94227982
2208483,"Аккаржа",30.55885506,46.33219528
2208316,"Велика Благовіщенка",34.064167,46.867222
2208485,"Кароліно-Бугаз",30.53121185,46.14429474
2200720,"Клепали",33.95466232,51.17766571
2200173,"Демчин",28.40901375,49.94799423
2208560,"Білгород-Дністровський",30.33775139,46.18518066
2209433,"Лелеківка",32.12435913,48.51893234
2208398,"Шостаківка",31.97153664,48.51654816
2208744,"Тимково",32.830667,48.053022
2210875,"Єлизаветівка",36.40222549,46.94784546
2208580,"Ізмаїл",28.81253624,45.35996628
2200322,"Демійка",30.83953094,51.5071106
2200406,"Зупинка Пункт 669 км",32.701127,51.146405
2201137,"Кукілка",33.12428284,51.21535873
2201792,"Курилівка",28.09166527,49.53284454
2210732,"Останіне",35.912222,45.328056
2208422,"Підгородна",30.89317131,48.10910797
2200256,"Журавлівка",28.71915627,48.60254288
2208625,"Кам'яний Міст",30.786707,47.911752
2208443,"Врадіївка",30.585944,47.877292
2214015,"Гродівка",37.375833,48.257222
2218911,"Кострино",22.601124,48.944469
2208406,"Кавуни",31.27280426,47.9101181
2208445,"Заплази",30.116667,47.85
2208447,"Жеребкове",29.876134,47.836518
2218216,"Вороненко",24.499722,48.287778
2200252,"Вендичани",27.77980423,48.60730743
2208490,"Арциз",29.42002487,45.99691391
2218029,"Поворськ",25.13292503,51.2722702
2200250,"Котюжани",27.7544899,48.78730392
2200249,"Копай",27.7544136,48.88380814
2204539,"Андріяшівка",33.37401581,50.56262207
2204414,"Заоскілля",37.613333,49.701667
2218036,"Томашгород",27.06884956,51.301651
2204615,"Мала Перещепинська",34.51921082,49.39603424
2200234,"Сербинівці",27.89876556,49.10031128
2200317,"Миколаївка",28.74782372,49.6016655
2210711,"Світлодолинське",35.508889,47.080833
2204518,"Мерчик",35.7641449,50.00772095
2218075,"Вадул-Сірет",25.964722,48.018056
2218480,"Солотвино-Лікарня",23.86827087,47.96387863
2204509,"Бакирівка",35.06388855,50.40192413
2208515,"Зелений Гай",31.60553741,47.25178146
2208514,"Ясна Зоря",31.71715164,47.18756104
2208425,"Зятківці",29.44395828,48.71039963
2208426,"Губник",29.36342239,48.6214447
2208428,"Демківка",29.08543205,48.57117462
2208429,"Кирнасівка",28.99338722,48.57859802
2208458,"Веселий Кут",29.288889,46.049167
2200172,"Іванківці",28.67041779,49.85993576
2204547,"Дубровський Кінний З-Д",33.407222,50.09
2204949,"Зупинка Пункт 146 км",33.47505188,50.24747086
2208394,"Пантаївка",32.88352203,48.67589569
2218219,"Ділятин",24.61633492,48.50862885
2204490,"Рогинці",33.31293869,50.81659317
2218037,"Остки",27.36830139,51.26298523
2218445,"Букачівці",24.49484444,49.25999451
2200056,"Мар'янівка",32.26845551,50.14809799
2200730,"Лугини",28.37977028,51.03497314
2201149,"Богданівка",32.00826645,50.19193649
2210804,"Пахарівка",34.164167,45.834722
2210702,"Синя Гора",36.281111,47.262222
2205954,"Коновалове",33.601111,50.354722
2210713,"Плодородна",35.32002258,47.16667938
2210697,"Більманка",36.65129,47.246922
2208486,"Бугаз",30.44998932,46.06425095
2218251,"Кіцмань",25.7767601,48.43624496
2218179,"Товсте",25.72280693,48.85325623
2218120,"Антонівка",26.30300522,51.31143951
2200729,"Ложава",27.44318581,49.7233696
2204155,"Зелений Колодязь",36.44681168,49.84425735
2208368,"Іскрене",31.216944,48.9875
2208377,"Подібне",30.226944,48.916111
2208466,"Новоселиця",26.283106,48.22427
2209390,"Дар'ївка",31.355272,48.990905
2209514,"Стецівка",31.153333,48.995278
2209515,"Розсішки",30.05040741,48.77707672
2209519,"Васильків",31.315556,48.978889
2208412,"Медерове",32.66366577,48.56899643
2208495,"Аліяга",29.18753433,45.79032516
2200029,"Халимонове",32.99798965,51.20304871
2208491,"Кулевча",29.91291428,46.04020309
2208489,"Кантемир",30.065,46.121111
2200219,"Скібнево",26.8536644,49.32418442
2218069,"Радехів",24.62532997,50.28424454
2204939,"Мовчанове",37.701944,49.791389
2200068,"Неданчичі",30.63703918,51.51174545
